X,region,date_locality,unique,sample,depth,interval_no,min,median,predicted_age_BP,max,predicted_age_AD_BC,perc_2.5,perc_25,perc_50,perc_75,perc_97.5,time_uncert
1,Gulf of Panama,Contadora,BF18-1-11-2.5,BF18-1-11,2.5,1,-68,-68,-67.287,-65,2017.287,NA,NA,NA,NA,NA,NA
2,Gulf of Panama,Contadora,BF18-1-11-7.5,BF18-1-11,7.5,2,-67,-65,-63.864,-46.975,2013.864,1,1,2,3,18.025,2
3,Gulf of Panama,Contadora,BF18-1-11-12.5,BF18-1-11,12.5,3,-66,-62,-48.791,51.025,1998.791,1,2,3,16,94.075,14
4,Gulf of Panama,Contadora,BF18-1-11-17.5,BF18-1-11,17.5,4,-54,-11,0.645,106,1949.355,9,24,41,67,141.15,43
5,Gulf of Panama,Contadora,BF18-1-11-22.5,BF18-1-11,22.5,5,-40,37,41.672,135,1908.328,7.975,22,36,53,106,31
6,Gulf of Panama,Contadora,BF18-1-11-27.5,BF18-1-11,27.5,6,-19.025,84,80.069,156,1869.931,8,20,32,50.25,102.025,30.25
7,Gulf of Panama,Contadora,BF18-1-11-32.5,BF18-1-11,32.5,7,15,130,119.184,170,1830.816,8,21,34,51,103.025,30
8,Gulf of Panama,Contadora,BF18-1-11-37.5,BF18-1-11,37.5,8,105.95,177,169.881,186,1780.119,8,24,41,69,148,45
9,Gulf of Panama,Contadora,BF18-1-11-42.5,BF18-1-11,42.5,9,178,183,184.156,195,1765.844,1,3,7,16,81.025,13
10,Gulf of Panama,Contadora,BF18-1-11-47.5,BF18-1-11,47.5,10,180,187,187.708,199,1762.292,1,2,3,4,10,2
11,Gulf of Panama,Contadora,BF18-1-11-52.5,BF18-1-11,52.5,11,182,191,190.967,201,1759.033,0.975,2,3,4,10,2
12,Gulf of Panama,Contadora,BF18-1-11-57.5,BF18-1-11,57.5,12,184,195,194.193,203,1755.807,1,2,3,4,10,2
13,Gulf of Panama,Contadora,BF18-1-11-63,BF18-1-11,63,13,188,199,197.961,205,1752.039,1,2,3,5,10,3
14,Gulf of Panama,Contadora,BF18-1-11-68.5,BF18-1-11,68.5,14,196,204,203.515,208,1746.485,1,3,4,8,14.025,5
15,Gulf of Panama,Contadora,BF18-1-11-73.5,BF18-1-11,73.5,15,206,210,209.991,218,1740.009,1,4,6,8,16,4
16,Gulf of Panama,Contadora,BF18-1-11-78.5,BF18-1-11,78.5,16,211,216,216.564,225,1733.436,2,4,6,8,15,4
17,Gulf of Panama,Contadora,BF18-1-11-83.5,BF18-1-11,83.5,17,214,222,221.83,228,1728.17,1,3,5,6,11,3
18,Gulf of Panama,Contadora,BF18-1-11-88.5,BF18-1-11,88.5,18,220,231,279.553,608.225,1670.447,2,5,11,60.25,384.2,55.25
19,Gulf of Panama,Contadora,BF18-1-11-93.5,BF18-1-11,93.5,19,272.975,470,520.926,1025.025,1429.074,41.975,118,198.5,317.25,682.1,199.25
20,Gulf of Panama,Contadora,BF18-1-11-98.5,BF18-1-11,98.5,20,326,693,715.608,1196.025,1234.392,38,106.75,174,253,506,146.25
21,Gulf of Panama,Contadora,BF18-1-11-103.5,BF18-1-11,103.5,21,431.95,922,905.133,1281.025,1044.867,36,98.75,164,243,510.375,144.25
22,Gulf of Panama,Contadora,BF18-1-11-108.5,BF18-1-11,108.5,22,611,1153.5,1101.34,1337,848.66,41,107,174.5,250,499,143
23,Gulf of Panama,Contadora,BF18-1-11-113.5,BF18-1-11,113.5,23,1006.75,1379,1380.26,1741.15,569.74,47.975,145,234,367.25,767.1,222.25
24,Gulf of Panama,Contadora,BF18-1-11-118.5,BF18-1-11,118.5,24,1434,1640,1674.248,2118.15,275.752,61.925,167,247.5,371,776.075,204
25,Gulf of Panama,Contadora,BF18-1-11-123.5,BF18-1-11,123.5,25,1499,1881,1874.391,2230.025,75.609,42,114,185,260,486.05,146
26,Gulf of Panama,Contadora,BF18-1-11-128.5,BF18-1-11,128.5,26,1625.95,2116,2072.777,2313,-122.777,44.975,117,186,254,480.1,137
27,Gulf of Panama,Contadora,BF18-1-11-133.5,BF18-1-11,133.5,27,2017.925,2361,2353.959,2660.075,-403.959,55.975,159.75,234.5,363.5,713.025,203.75
28,Gulf of Panama,Contadora,BF18-1-11-138.5,BF18-1-11,138.5,28,2388,2539,2590.133,3092,-640.133,33.975,103,175,308,751.05,205
29,Gulf of Panama,Contadora,BF18-1-11-143.5,BF18-1-11,143.5,29,2422,2696.5,2735.915,3287.25,-785.915,23,64,113.5,187.25,469.075,123.25
30,Gulf of Panama,Contadora,BF18-1-11-148.5,BF18-1-11,148.5,30,2461.975,2843,2868.902,3426.075,-918.902,21.975,59,102,169,440.15,110
31,Gulf of Panama,Contadora,BF18-1-11-153.5,BF18-1-11,153.5,31,2513.925,2990.5,2998.027,3531.175,-1048.027,22,55,98,172.25,426.05,117.25
32,Gulf of Panama,Contadora,BF18-1-11-158.5,BF18-1-11,158.5,32,2562,3137.5,3134.169,3626.1,-1184.169,22,57,100,173,440.225,116
33,Gulf of Panama,Contadora,BF18-1-11-163.5,BF18-1-11,163.5,33,2660.825,3291,3264.434,3725.1,-1314.434,23,57,98,166,437.125,109
34,Gulf of Panama,Contadora,BF18-1-11-168.5,BF18-1-11,168.5,34,2786,3429,3399.87,3795,-1449.87,23.975,60,101,165,486.075,105
35,Gulf of Panama,Contadora,BF18-1-11-173.5,BF18-1-11,173.5,35,2979.375,3576.5,3535.922,3843.05,-1585.922,24,63,103,169,457.2,106
36,Gulf of Panama,Contadora,BF18-1-11-178.5,BF18-1-11,178.5,36,3148.95,3731,3682.972,3888,-1732.972,24.975,69,114,180,470.05,111
37,Gulf of Panama,Contadora,BF18-1-11-183.5,BF18-1-11,183.5,37,3614.75,3909,3886.644,4066.1,-1936.644,32,91,162,279.25,626.05,188.25
38,Gulf of Panama,Contadora,BF18-1-11-188.5,BF18-1-11,188.5,38,3922,3989,4015.782,4238.025,-2065.782,16,50.75,93,164.25,451.275,113.5
39,Gulf of Panama,Contadora,BF18-1-11-193.5,BF18-1-11,193.5,39,3940.975,4070.5,4087.894,4344.025,-2137.894,12,34,57,97,211.05,63
40,Gulf of Panama,Contadora,BF18-1-11-198.5,BF18-1-11,198.5,40,3961,4141,4154.773,4435.1,-2204.773,11,29,51,85.25,205.025,56.25
41,Gulf of Panama,Contadora,BF18-1-11-203.5,BF18-1-11,203.5,41,3985,4207.5,4216.941,4507.075,-2266.941,10,28,45,78.25,208.075,50.25
42,Gulf of Panama,Contadora,BF18-1-11-208.5,BF18-1-11,208.5,42,4008,4277,4280.205,4583.075,-2330.205,9,27,43,76,232.05,49
43,Gulf of Panama,Contadora,BF18-1-11-213.5,BF18-1-11,213.5,43,4043.975,4349.5,4345.008,4650.025,-2395.008,9,26,46,82,234.025,56
44,Gulf of Panama,Contadora,BF18-1-11-218.5,BF18-1-11,218.5,44,4079.975,4415.5,4410.73,4718.025,-2460.73,9,27,45.5,78,228.175,51
45,Gulf of Panama,Contadora,BF18-1-11-223.5,BF18-1-11,223.5,45,4125.925,4486,4473.954,4758.1,-2523.954,10,27,44,80,217.025,53
46,Gulf of Panama,Contadora,BF18-1-11-228.5,BF18-1-11,228.5,46,4198.975,4549,4537.308,4793.025,-2587.308,9.975,28,44,76,237.05,48
47,Gulf of Panama,Contadora,BF18-1-11-233.5,BF18-1-11,233.5,47,4267.925,4626,4604.756,4819.025,-2654.756,9,28,47,84,240.05,56
48,Gulf of Panama,Contadora,BF18-1-11-238.5,BF18-1-11,238.5,48,4343.875,4693,4671.281,4838,-2721.281,9,28,48.5,86,229.05,58
49,Gulf of Panama,Contadora,BF18-1-11-243.5,BF18-1-11,243.5,49,4470.95,4775,4743.839,4853,-2793.839,10,32,55,95,220.025,63
50,Gulf of Panama,Contadora,BF18-1-11-248.5,BF18-1-11,248.5,50,4696.95,4862,4875.314,5122.125,-2925.314,17,52,97,165.25,438.175,113.25
51,Gulf of Panama,Contadora,BF18-1-11-253.5,BF18-1-11,253.5,51,4877,4999.5,5049.64,5484,-3099.64,28.975,82,137,230.5,536,148.5
52,Gulf of Panama,Contadora,BF18-1-11-258.5,BF18-1-11,258.5,52,4912,5145,5181.331,5697.1,-3231.331,21,58,106,170.25,404.05,112.25
53,Gulf of Panama,Contadora,BF18-1-11-263.5,BF18-1-11,263.5,53,4944,5265,5297.88,5844.05,-3347.88,19,51.75,86,150,391.075,98.25
54,Gulf of Panama,Contadora,BF18-1-11-268.5,BF18-1-11,268.5,54,4990.95,5393,5411.238,5957.025,-3461.238,18.975,48,78,140.25,402.025,92.25
55,Gulf of Panama,Contadora,BF18-1-11-273.5,BF18-1-11,273.5,55,5050,5514,5517.43,6084.05,-3567.43,17,45,77,137,360.025,92
56,Gulf of Panama,Contadora,BF18-1-11-278.5,BF18-1-11,278.5,56,5116.95,5622.5,5627.017,6180.025,-3677.017,16,45,77,141,343.075,96
57,Gulf of Panama,Contadora,BF18-1-11-283.5,BF18-1-11,283.5,57,5174.975,5746,5734.449,6273.025,-3784.449,16,45,77,135,389.1,90
58,Gulf of Panama,Contadora,BF18-1-11-288.5,BF18-1-11,288.5,58,5330,5861,5848.093,6338.025,-3898.093,17,46,80,145,392.025,99
59,Gulf of Panama,Contadora,BF18-1-11-293.5,BF18-1-11,293.5,59,5429.975,5983.5,5962.49,6397,-4012.49,17,47,81,149.25,378.175,102.25
60,Gulf of Panama,Contadora,BF18-1-11-298.5,BF18-1-11,298.5,60,5549.925,6098.5,6074.814,6431.05,-4124.814,18,47,79.5,145.25,390.175,98.25
61,Gulf of Panama,Contadora,BF18-1-11-303.5,BF18-1-11,303.5,61,5707.85,6220,6187.695,6461.05,-4237.695,18,47,81,144.25,368.225,97.25
62,Gulf of Panama,Contadora,BF18-1-11-308.5,BF18-1-11,308.5,62,5903.575,6359,6313.696,6490.025,-4363.696,19,55,94.5,162,411.05,107
63,Gulf of Panama,Contadora,BF18-1-11-313.5,BF18-1-11,313.5,63,6238.6,6504,6486.586,6633.075,-4536.586,24.975,71,133,233,528.025,162
64,Gulf of Panama,Contadora,BF18-1-11-318.5,BF18-1-11,318.5,64,6505.975,6555,6588.13,6861.05,-4638.13,5,29,61,134.25,411.075,105.25
65,Gulf of Panama,Contadora,BF18-1-11-323.5,BF18-1-11,323.5,65,6513,6599,6643.322,7014.35,-4693.322,3,15,33,68,230.1,53
66,Gulf of Panama,Contadora,BF18-1-11-328.5,BF18-1-11,328.5,66,6518,6646,6693.495,7175.025,-4743.495,3,14,30,64,213,50
67,Gulf of Panama,Contadora,BF18-1-11-333.5,BF18-1-11,333.5,67,6523,6688.5,6742.708,7276.175,-4792.708,3,14,28,63,215.125,49
68,Gulf of Panama,Contadora,BF18-1-11-338.5,BF18-1-11,338.5,68,6529.925,6734.5,6790.069,7378.075,-4840.069,3,13,28,61,219.025,48
69,Gulf of Panama,Contadora,BF18-1-11-343.5,BF18-1-11,343.5,69,6532.975,6780.5,6840.303,7482.375,-4890.303,3,13.75,29,60,235.025,46.25
70,Gulf of Panama,Contadora,BF18-1-11-348.5,BF18-1-11,348.5,70,6538.975,6823,6892.619,7599.15,-4942.619,3,14,30,65,222.075,51
71,Gulf of Panama,Contadora,BF18-1-11-353.5,BF18-1-11,353.5,71,6544,6880.5,6947.316,7696.075,-4997.316,3,15.75,34,69,224,53.25
72,Gulf of Panama,Contadora,BF18-1-11-358.5,BF18-1-11,358.5,72,6562,6980,7040.693,7887.125,-5090.693,6,27,59,126,354.075,99
73,Gulf of Panama,Contadora,BF18-1-11-363.5,BF18-1-11,363.5,73,6620.95,7090,7158.569,8082.05,-5208.569,15,45,83,158,409.075,113
74,Gulf of Panama,Contadora,BF18-1-12-2.5,BF18-1-12,2.5,1,-68,-68,-66.645,-61,2016.645,NA,NA,NA,NA,NA,NA
75,Gulf of Panama,Contadora,BF18-1-12-8,BF18-1-12,8,2,-65,-60,-59.334,-54,2009.334,2,6,7,8,12.025,2
76,Gulf of Panama,Contadora,BF18-1-12-13,BF18-1-12,13,3,-58,-53,-49.038,-4.925,1999.038,3,6,7,10,46.025,4
77,Gulf of Panama,Contadora,BF18-1-12-17.5,BF18-1-12,17.5,4,-51,-39,-26.901,67.025,1976.901,3.975,8,12,25,93,17
78,Gulf of Panama,Contadora,BF18-1-12-22.5,BF18-1-12,22.5,5,-47,-24,-9.725,94.075,1959.725,3,8,13,21,58.025,13
79,Gulf of Panama,Contadora,BF18-1-12-27.5,BF18-1-12,27.5,6,-43.025,-10,4.648,113.05,1945.352,3,7,12,17,46.025,10
80,Gulf of Panama,Contadora,BF18-1-12-32.5,BF18-1-12,32.5,7,-39.025,3,17.474,129.025,1932.526,2,7,11,14,39.025,7
81,Gulf of Panama,Contadora,BF18-1-12-37.5,BF18-1-12,37.5,8,-35,16,29.756,142,1920.244,2,6.75,10,14,38,7.25
82,Gulf of Panama,Contadora,BF18-1-12-42.5,BF18-1-12,42.5,9,-30.025,30,41.911,152.025,1908.089,2,6,10,14,40.025,8
83,Gulf of Panama,Contadora,BF18-1-12-47.5,BF18-1-12,47.5,10,-24.025,44,53.497,161,1896.503,2,6,9,14,39,8
84,Gulf of Panama,Contadora,BF18-1-12-52.5,BF18-1-12,52.5,11,-21,57,64.767,168.025,1885.233,2,6,9,14,41.1,8
85,Gulf of Panama,Contadora,BF18-1-12-57.5,BF18-1-12,57.5,12,-15.05,70,75.548,177.025,1874.452,2,5,9,13,36.025,8
86,Gulf of Panama,Contadora,BF18-1-12-62.5,BF18-1-12,62.5,13,-7.075,84,86.209,182,1863.791,2,5,8,14,33.025,9
87,Gulf of Panama,Contadora,BF18-1-12-67.5,BF18-1-12,67.5,14,-1,97,97.339,187.025,1852.661,2,5,9,14,39,9
88,Gulf of Panama,Contadora,BF18-1-12-72.5,BF18-1-12,72.5,15,7.975,110,108.302,193,1841.698,2,5,9,14,36.025,9
89,Gulf of Panama,Contadora,BF18-1-12-77.5,BF18-1-12,77.5,16,18.975,123,119.311,196,1830.689,2,5,9,14,36,9
90,Gulf of Panama,Contadora,BF18-1-12-82.5,BF18-1-12,82.5,17,27.975,137,130.919,199.025,1819.081,2,6,9,14,39.025,8
91,Gulf of Panama,Contadora,BF18-1-12-87.5,BF18-1-12,87.5,18,41.95,150,142.759,204,1807.241,2,6,10,14,37,8
92,Gulf of Panama,Contadora,BF18-1-12-92.5,BF18-1-12,92.5,19,53.975,164,154.427,207.025,1795.573,2,6,10,14,35,8
93,Gulf of Panama,Contadora,BF18-1-12-97.5,BF18-1-12,97.5,20,65.975,177,166.755,211,1783.245,2,6,11,15,39,9
94,Gulf of Panama,Contadora,BF18-1-12-102.5,BF18-1-12,102.5,21,83,191,180.184,214.025,1769.816,2,7,11,16,41.025,9
95,Gulf of Panama,Contadora,BF18-1-12-107.5,BF18-1-12,107.5,22,122.975,205,196.054,218,1753.946,3,7,13,19,50.025,12
96,Gulf of Panama,Contadora,BF18-1-12-112.5,BF18-1-12,112.5,23,180,220,287.635,819.275,1662.365,3.975,13,37,106.25,603.325,93.25
97,Gulf of Panama,Contadora,BF18-1-12-117.5,BF18-1-12,117.5,24,329.975,604,670.771,1455.05,1279.229,107.9,263.5,350.5,423,1008.15,159.5
98,Gulf of Panama,Contadora,BF18-1-12-122.5,BF18-1-12,122.5,25,465.8,1016.5,1030.378,1765.1,919.622,99.95,267,376.5,437.25,669.1,170.25
99,Gulf of Panama,Contadora,BF18-1-12-127.5,BF18-1-12,127.5,26,604,1422,1374.584,1979.05,575.416,95.975,253.75,367.5,424,554.1,170.25
100,Gulf of Panama,Contadora,BF18-1-12-132.5,BF18-1-12,132.5,27,804.975,1812,1737.555,2187,212.445,97.95,268,379,439.25,710.05,171.25
101,Gulf of Panama,Contadora,BF18-1-12-137,BF18-1-12,137,28,1438.775,2199.5,2132.088,2413.075,-182.088,106.925,281,345,409,1144.225,128
102,Gulf of Panama,Contadora,BF18-1-12-141.5,BF18-1-12,141.5,29,2191.95,2378.5,2415.965,2889.175,-465.965,5,106,214,384.25,964.425,278.25
103,Gulf of Panama,Contadora,BF18-1-12-146.5,BF18-1-12,146.5,30,2403.975,2545.5,2627.064,3254.25,-677.064,36.975,110,152,243,682.275,133
104,Gulf of Panama,Contadora,BF18-1-12-151.5,BF18-1-12,151.5,31,2447,2700,2774.413,3406.05,-824.413,30.975,86,145,166.25,388.025,80.25
105,Gulf of Panama,Contadora,BF18-1-12-156.5,BF18-1-12,156.5,32,2488.9,2853,2910.49,3526.125,-960.49,28,79.75,130,158,351,78.25
106,Gulf of Panama,Contadora,BF18-1-12-161.5,BF18-1-12,161.5,33,2528.975,3001,3037.275,3624.025,-1087.275,26.975,75.75,121,155,358.15,79.25
107,Gulf of Panama,Contadora,BF18-1-12-166.5,BF18-1-12,166.5,34,2590.9,3152,3158.367,3685.025,-1208.367,26,71,115,153,331.1,82
108,Gulf of Panama,Contadora,BF18-1-12-171.5,BF18-1-12,171.5,35,2652.95,3299,3279.591,3749,-1329.591,26,71,112,152,322.225,81
109,Gulf of Panama,Contadora,BF18-1-12-176.5,BF18-1-12,176.5,36,2774.975,3446.5,3401.736,3789.15,-1451.736,27,74,118,153,287.175,79
110,Gulf of Panama,Contadora,BF18-1-12-181.5,BF18-1-12,181.5,37,2904.875,3595.5,3532.509,3833.025,-1582.509,28,77,128,156,344.1,79
111,Gulf of Panama,Contadora,BF18-1-12-186.5,BF18-1-12,186.5,38,3119.95,3746,3683.572,3879,-1733.572,32,89,144.5,167,414,78
112,Gulf of Panama,Contadora,BF18-1-12-191.5,BF18-1-12,191.5,39,3591.5,3906,3872.858,3929,-1922.858,34,92.75,145,214,629.575,121.25
113,Gulf of Panama,Contadora,BF18-1-12-196.5,BF18-1-12,196.5,40,3907,3921,3922.554,3947,-1972.554,3,7,18,52,321.325,45
114,Gulf of Panama,Contadora,BF18-1-12-201.5,BF18-1-12,201.5,41,3912,3929,3929.757,3954,-1979.757,2,5,7,8,18.025,3
115,Gulf of Panama,Contadora,BF18-1-12-206.5,BF18-1-12,206.5,42,3916,3935,3936.092,3959,-1986.092,2,4,6,8,14,4
116,Gulf of Panama,Contadora,BF18-1-12-211.5,BF18-1-12,211.5,43,3919,3943,3942.348,3962,-1992.348,2,4,6,8,15,4
117,Gulf of Panama,Contadora,BF18-1-12-216.5,BF18-1-12,216.5,44,3923,3949,3948.529,3966,-1998.529,2,4,6,7,14,3
118,Gulf of Panama,Contadora,BF18-1-12-221.5,BF18-1-12,221.5,45,3928,3956,3955.012,3970,-2005.012,1,4,6,8,16,4
119,Gulf of Panama,Contadora,BF18-1-12-226.5,BF18-1-12,226.5,46,3937,3962,3962.047,3975,-2012.047,2,5,7,8,17,3
120,Gulf of Panama,Contadora,BF18-1-12-231.5,BF18-1-12,231.5,47,3955,3974,3993.189,4224.45,-2043.189,2,7,10,22.25,230.1,15.25
121,Gulf of Panama,Contadora,BF18-1-12-236.5,BF18-1-12,236.5,48,3974,4039,4112.395,4635.175,-2162.395,5,26,61.5,148,562,122
122,Gulf of Panama,Contadora,BF18-1-13-2.5,BF18-1-13,2.5,1,-68,-67,-64.328,-56,2014.328,NA,NA,NA,NA,NA,NA
123,Gulf of Panama,Contadora,BF18-1-13-7.5,BF18-1-13,7.5,2,-51,-39,-39.323,-28,1989.323,16,22,25,28,34,6
124,Gulf of Panama,Contadora,BF18-1-13-12.5,BF18-1-13,12.5,3,-24,-12,-10.985,5,1960.985,19,24,27,30,43.025,6
125,Gulf of Panama,Contadora,BF18-1-13-17.5,BF18-1-13,17.5,4,-3.025,9,14.403,103,1935.597,10,20,21,22,86.075,2
126,Gulf of Panama,Contadora,BF18-1-13-22.5,BF18-1-13,22.5,5,5.975,30,36.911,165.025,1913.089,8,20,21,21,58.025,1
127,Gulf of Panama,Contadora,BF18-1-13-27.5,BF18-1-13,27.5,6,15,51,57.825,185.1,1892.175,7.975,20,21,21.25,40.025,1.25
128,Gulf of Panama,Contadora,BF18-1-13-32.5,BF18-1-13,32.5,7,24,72,78.092,209.025,1871.908,7,20,21,21,32.025,1
129,Gulf of Panama,Contadora,BF18-1-13-37.5,BF18-1-13,37.5,8,33,93,97.916,229.075,1852.084,7,20,21,21,30,1
130,Gulf of Panama,Contadora,BF18-1-13-42.5,BF18-1-13,42.5,9,43.975,114,117.475,244.125,1832.525,7,20,21,21,27,1
131,Gulf of Panama,Contadora,BF18-1-13-47.5,BF18-1-13,47.5,10,52.975,135,137.164,257.05,1812.836,7,20,21,21,26,1
132,Gulf of Panama,Contadora,BF18-1-13-52.5,BF18-1-13,52.5,11,62,156,156.604,267.025,1793.396,6.975,20,21,21,25,1
133,Gulf of Panama,Contadora,BF18-1-13-57.5,BF18-1-13,57.5,12,70.975,177,176.115,277,1773.885,7,20,21,21,24,1
134,Gulf of Panama,Contadora,BF18-1-13-62.5,BF18-1-13,62.5,13,80,198,195.66,287.075,1754.34,7,20,21,21,25,1
135,Gulf of Panama,Contadora,BF18-1-13-67.5,BF18-1-13,67.5,14,91.95,219,215.184,298.025,1734.816,6,20,21,21,25,1
136,Gulf of Panama,Contadora,BF18-1-13-72.5,BF18-1-13,72.5,15,102.95,240,234.694,307,1715.306,6,20,21,21,26,1
137,Gulf of Panama,Contadora,BF18-1-13-77.5,BF18-1-13,77.5,16,113.975,261,254.358,314,1695.642,7,20,21,21,28,1
138,Gulf of Panama,Contadora,BF18-1-13-82.5,BF18-1-13,82.5,17,137.925,282,274.658,321.025,1675.342,6,20,21,21,31.025,1
139,Gulf of Panama,Contadora,BF18-1-13-87.5,BF18-1-13,87.5,18,168.95,302,295.524,329,1654.476,7,20,21,21,42.025,1
140,Gulf of Panama,Contadora,BF18-1-13-92.5,BF18-1-13,92.5,19,216.975,323,317.847,337,1632.153,7,20,21,21,54,1
141,Gulf of Panama,Contadora,BF18-1-13-97.5,BF18-1-13,97.5,20,328.975,345,348.513,372,1601.487,10,21,23,32,115.05,11
142,Gulf of Panama,Contadora,BF18-1-13-102.5,BF18-1-13,102.5,21,375,403,404.784,466.025,1545.216,32.975,50,55,58,105.125,8
143,Gulf of Panama,Contadora,BF18-1-13-107.5,BF18-1-13,107.5,22,418.975,461,462.859,543.025,1487.141,33.975,55,58,61,74,6
144,Gulf of Panama,Contadora,BF18-1-13-112.5,BF18-1-13,112.5,23,459.95,520,519.609,583.025,1430.391,29.95,55,58,61,67,6
145,Gulf of Panama,Contadora,BF18-1-13-117.5,BF18-1-13,117.5,24,508.95,578,576.322,622.05,1373.678,28,55,58,61,68,6
146,Gulf of Panama,Contadora,BF18-1-13-122.5,BF18-1-13,122.5,25,596.95,637,634.121,665,1315.879,30.975,55,58,61,69,6
147,Gulf of Panama,Contadora,BF18-1-13-127.5,BF18-1-13,127.5,26,668,725.5,863.642,1384.2,1086.358,47,56,97,392.5,731.125,336.5
148,Gulf of Panama,Contadora,BF18-1-13-132.5,BF18-1-13,132.5,27,1728,2392,2280.914,2560.05,-330.914,957.925,1193,1396,1702.5,1849.025,509.5
149,Gulf of Panama,Contadora,BF18-1-13-137.5,BF18-1-13,137.5,28,2463,2599.5,2623.137,2896.075,-673.137,37,148,285.5,500.5,852.025,352.5
150,Gulf of Panama,Contadora,BF18-1-13-142.5,BF18-1-13,142.5,29,2493.975,2768,2806.173,3323.05,-856.173,27,94,164,254.25,442.075,160.25
151,Gulf of Panama,Contadora,BF18-1-13-147.5,BF18-1-13,147.5,30,2538,2962.5,3004.701,3701.25,-1054.701,33.975,127,193.5,255.25,425.05,128.25
152,Gulf of Panama,Contadora,BF18-1-13-152.5,BF18-1-13,152.5,31,2864.9,3261.5,3286.486,3836.1,-1336.486,113.95,236,281,327,424.1,91
153,Gulf of Panama,Contadora,BF18-1-13-157.5,BF18-1-13,157.5,32,3236,3572.5,3581.888,3958.075,-1631.888,105.975,233,300,357.25,457.125,124.25
