Family,Species,Type,Locality,a,b
Sciaenidae,Micropogonias furnieri,TL,1977-82,0.03,2.64
Sciaenidae,Micropogonias furnieri,TL,Rio Grande do Sul (28°-34°S),0.01143,2.996
Sciaenidae,Micropogonias furnieri,TL,"Southeastern region (São Sebastião System), Rio Grande do Sul, 1997",0.00581,3.184
Sciaenidae,Micropogonias furnieri,TL,"southeastern stock, 2001-2003",0.0121,2.966
Sciaenidae,Micropogonias furnieri,TL,"southeastern stock, 2001-2003",0.01303,2.939
Sciaenidae,Micropogonias furnieri,TL,southern stock,0.00948,2.92
Sciaenidae,Micropogonias furnieri,TL,"Paraná (0°S - 25°S), 2003-2004",0.00674,3.177
Sciaenidae,Micropogonias furnieri,TL,Maranhão,0.0087,3.0578
Sciaenidae,Micropogonias furnieri,TL,"Ilha de Paciência, Maranhão, 2006-2007",0.1389,2.25
Sciaenidae,Micropogonias furnieri,TL,"Southeastern region, 1995-1996",0.0083,3.05
Sciaenidae,Micropogonias furnieri,TL,Parana´ state coast / 2004 - 2005,0.00457,3.18
Sciaenidae,Micropogonias furnieri,TL,Punta del Diablo / 2006-2010.,0.006,3.152
Sciaenidae,Micropogonias furnieri,TL,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",0.008,2.934
Sciaenidae,Micropogonias furnieri,TL,Southeastern coast / 2004-2006.,0.01059,3.003
Sciaenidae,Micropogonias furnieri,TL,Southeastern coast / 2004-2006.,0.0069,3.141
Sciaenidae,Micropogonias furnieri,TL,Southeastern coast / 2004-2006.,0.00688,3.109
Sciaenidae,Micropogonias furnieri,TL,Southeastern coast / 2004-2006.,0.00755,3.118
Sciaenidae,Micropogonias furnieri,TL,Southeastern coast / 2004-2006.,0.00845,3.063
Sciaenidae,Micropogonias furnieri,TL,Pando tidal creek estuary / 2002-2003,0.00741,3.07
Sciaenidae,Micropogonias furnieri,TL,Pernambuco / 2011-2014.,0.0205,2.8
Sciaenidae,Micropogonias furnieri,TL,Pernambuco / 2011-2014.,0.0156,2.86
Mugilidae,Mugil cephalus,TL,"Moray Firth, Buchan, & West coast of Scotland",0.0148,2.903
Mugilidae,Mugil cephalus,TL,"Mediterranean coast, 1959-61",0.0104,2.964
Mugilidae,Mugil cephalus,TL,NA,0.00935,3.02
Mugilidae,Mugil cephalus,TL,Cross River estuary,0.011,2.943
Mugilidae,Mugil cephalus,TL,"Eastern Adriatic, 1991-94",0.00916,3.136
Mugilidae,Mugil cephalus,TL,Tamiahua (Veracruz),0.0213,2.75
Mugilidae,Mugil cephalus,TL,"Lake Albufera, 2000 (summer )",0.017,2.9
Mugilidae,Mugil cephalus,TL,"Rihios estuary, NW Aegean, 1997-99",0.0095,3.178
Mugilidae,Mugil cephalus,TL,"Strymon estuary, NW Aegean, 1997-99",0.0128,2.779
Mugilidae,Mugil cephalus,TL,"Mar Menor lagoon, 2002-2004",0.00661,3.357
Mugilidae,Mugil cephalus,TL,"River Neretva estuary, middle Adriatic, 2000-2004",0.0077,3.125
Mugilidae,Mugil cephalus,TL,"River Neretva estuary, middle Adriatic, 2000-2004",0.0039,3.232
Mugilidae,Mugil cephalus,TL,"River Mirna estuary, northern Adriatic, 2000-2004",0.0049,3.171
Mugilidae,Mugil cephalus,TL,"Ologe Lagoon, 3° 2'E to 3° 7'E; 6°27'N to 6°30'N, 2007",0.015,2.823
Mugilidae,Mugil cephalus,TL,Strymon River / 2008.,0.01,2.94
Mugilidae,Mugil cephalus,TL,Northern and central coast of Chile/ 2004-2005; 2012-2013.,0.0432,2.629
Mugilidae,Mugil cephalus,TL,Homa lagoon / 2009-2010.,0.019,2.82
Mugilidae,Mugil cephalus,TL,Korinthiakos Gulf / 2008-2009,0.0047,3.165
Mugilidae,Mugil cephalus,TL,"Indus delta, northern Arabian Sea / 1999-2001.",0.0105,3.014
Mugilidae,Mugil cephalus,TL,"Indus delta, northern Arabian Sea / 1999-2001.",0.0132,2.929
Mugilidae,Mugil cephalus,TL,"Pagatban River, Negros Oriental (Jan-Dec 2011)",0.407,1.74
Mugilidae,Mugil cephalus,TL,"Mono Basin (Benin and Togo, West Africa) / 2011-2014.",0.01,3.015
Mugilidae,Mugil cephalus,TL,Doñana marshlands / 2003-2005.,0.01,3.1
Mugilidae,Mugil cephalus,TL,"near mouth of Rio Verde, Oaxaca / 2009-2010.",0.0247,2.72
Mugilidae,Mugil cephalus,TL,"Narreri Lagoon, Badin, Sindh / 2014-2015.",0.014,2.931
Mugilidae,Mugil cephalus,TL,Chilika Lake / 2010-2011,0.01185,2.96
Mugilidae,Mugil cephalus,TL,Paita / 1987.,0.00559,3.16598
Mugilidae,Mugil cephalus,TL,Pisco / 1990.,0.01233,3.005
Mugilidae,Mugil cephalus,TL,Ilo / 1991.,0.01297,2.90767
Mugilidae,Mugil cephalus,TL,Pico / 1981.,0.01637,2.8814
Mugilidae,Mugil cephalus,TL,Callao / 1980.,0.01712,2.8904
Mugilidae,Mugil cephalus,TL,Pisco / 1979.,0.01721,2.9142
Mugilidae,Mugil cephalus,TL,Paita / 1981.,0.01935,2.85031
Mugilidae,Mugil cephalus,TL,Pisco / 1982.,0.02018,2.832
Mugilidae,Mugil cephalus,TL,Callao / 1981.,0.02056,2.85906
Mugilidae,Mugil cephalus,TL,Paita / 1979.,0.02337,2.75956
Mugilidae,Mugil cephalus,TL,Pisco / 1980.,0.02432,2.7968
Mugilidae,Mugil cephalus,TL,Paita / 1980.,0.03189,2.70472
Mugilidae,Mugil cephalus,TL,Ilo / 1992.,0.0387,2.60511
Mugilidae,Mugil cephalus,TL,Callao / 1979.,0.05311,2.5382
Mugilidae,Mugil cephalus,TL,Paita / 1987.,0.00453,3.22042
Mugilidae,Mugil cephalus,TL,Ilo / 1991.,0.00524,3.18179
Mugilidae,Mugil cephalus,TL,Pisco / 1981.,0.00982,3.014
Mugilidae,Mugil cephalus,TL,Callao / 1980.,0.01208,2.9515
Mugilidae,Mugil cephalus,TL,Pisco / 1982.,0.0152,2.9011
Mugilidae,Mugil cephalus,TL,Pico / 1990.,0.01528,2.9038
Mugilidae,Mugil cephalus,TL,Callao / 1979.,0.0181,2.83205
Mugilidae,Mugil cephalus,TL,Callao / 1981.,0.02103,2.80915
Mugilidae,Mugil cephalus,TL,Pisco / 1980.,0.02441,2.7666
Mugilidae,Mugil cephalus,TL,Paita / 1980.,0.02889,2.72469
Mugilidae,Mugil cephalus,TL,Pisco / 1979.,0.03104,2.7141
Mugilidae,Mugil cephalus,TL,Paita / 1981.,0.04453,2.59175
Mugilidae,Mugil cephalus,TL,Ilo / 1992.,0.04722,2.53692
Mugilidae,Mugil cephalus,TL,Paita / 1979.,0.11639,2.33735
Mugilidae,Mugil cephalus,TL,Pico / 1985.,0.02786,2.7435
Mugilidae,Mugil cephalus,TL,Callao / 1990.,0.00878,3.0653
Mugilidae,Mugil cephalus,TL,Callao / 1985.,0.05988,2.58261
Mugilidae,Mugil cephalus,TL,"GFCM GSA 26; off the coast of Egypt / 2008-2010, 2017-2018.",0.0098,2.979
Mugilidae,Mugil cephalus,TL,Nokoué and Porto-Novo Lagoon / 2015-2016.,0.01,2.958
Mugilidae,Mugil curema,TL,Qua Iboe estuary,0.0228,2.638
Mugilidae,Mugil curema,TL,"Central coast, 1993-2000",0.0108,2.969
Mugilidae,Mugil curema,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.019,2.8
Mugilidae,Mugil curema,TL,"Ilha de Paciência, Maranhão, 2006-2007",0.0186,2.853
Mugilidae,Mugil curema,TL,Grand Cul-de-Sac Marin Bay.,0.0108,2.968
Mugilidae,Mugil curema,TL,Barra de Navidad lagoon / 2002-2003,0.0113,2.95
Mugilidae,Mugil curema,TL,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",0.012,2.919
Mugilidae,Mugil curema,TL,Juturnaiba Reservoir / 2006-2007,0.0091,3
Mugilidae,Mugil curema,TL,"Terminos Lagoon, Campeche / 2006-2008",0.0068,3.1771
Mugilidae,Mugil curema,TL,Guaratiba Mangrove / 2002-2003,0.0122,2.84
Mugilidae,Mugil curema,TL,"near mouth of Rio Verde, Oaxaca / 2009-2010.",0.0166,2.82
Mugilidae,Mugil curema,TL,Pernambuco / 2011-2014.,0.0143,2.9
Mugilidae,Mugil curema,TL,Pernambuco / 2011-2014.,0.0182,2.82
Mugilidae,Mugil curema,TL,Pernambuco / 2011-2014.,0.0108,2.98
Mugilidae,Mugil hospes,TL,Barra de Navidad lagoon / 2002-2003,0.0195,2.75
Mugilidae,Mugil incilis,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.0151,2.87
Mugilidae,Mugil incilis,TL,"Caribbean coast, 2012-2013",0.013,2.892
Mugilidae,Mugil liza,TL,Rio Grande do Sul (28°-34°S),0.0111,2.96267
Mugilidae,Mugil liza,TL,"Central coast, 1993-2000",0.0078,3.032
Mugilidae,Mugil liza,TL,"Southern region (Lagoa dos Patos estuary), Rio Grande do Sul",0.01519,2.8804
Mugilidae,Mugil liza,TL,"Southern region (Lagoa dos Patos estuary), Rio Grande do Sul",0.01597,2.9022
Mugilidae,Mugil liza,TL,southern North Sea,0.00408,3.31
Mugilidae,Mugil liza,TL,southern North Sea,0.00546,3.26
Mugilidae,Mugil liza,TL,Guandu River / 2010-2011,0.0033,3.24
Mugilidae,Mugil liza,TL,Guaratiba Mangrove / 2002-2003,0.0079,3.05
Mugilidae,Mugil liza,TL,Guaratiba Mangrove / 2002-2003,0.0097,2.99
Mugilidae,Mugil liza,TL,Pando tidal creek estuary / 2002-2003,0.01567,2.85
Mugilidae,Mugil liza,TL,Pernambuco / 2011-2014.,0.0105,2.99
Mugilidae,Mugil rubrioculus,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.0138,2.9
Mugilidae,Mugil rubrioculus,TL,"Marapanim River, Para State / 2006-2007.",0.005,3.529
Mugilidae,Mugil rubrioculus,TL,Guaratiba Mangrove / 2002-2003 [Rio de Janeiro],0.0081,2.96
Mugilidae,Mugil rubrioculus,TL,"Algoas / 2009-2010, 2013-2014.",0.0183,2.82
Mullidae,Mulloidichthys martinicus,TL,Cape Verde Archipelago / 2008-2013,0.01,3.0726
Mullidae,Mulloidichthys vanicolensis,TL,"lagoon, 1988",0.0145,2.905
Mullidae,Mulloidichthys vanicolensis,TL,"lagoon, 1988",0.0099,3.015
Mullidae,Mulloidichthys vanicolensis,TL,Palawan / 1998-2014,0.058,2.51
Mullidae,Mulloidichthys vanicolensis,TL,"Hurghada fishing area, Red Sea / 2016.",0.0029,3.4244
Sciaenidae,Nebris occidentalis,TL,continental coast / 2012-2014,0.0028,3.3784
Pomacentridae,Nexilosus latifrons,TL,Northern and central coast of Chile/ 2004-2005; 2012-2013.,0.0075,3.35
Lutjanidae,Ocyurus chrysurus,TL,"Central coast, 1993-2000",0.0235,2.74
Lutjanidae,Ocyurus chrysurus,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0185,2.8015
Lutjanidae,Ocyurus chrysurus,TL,"Piedade Beach, Pernambuco, 1982-1983",0.0284,2.687
Lutjanidae,Ocyurus chrysurus,TL,"Campeche Bank, Yucatan / 2017-2018.",0.0354,2.7823
Sciaenidae,Odontoscion dentex,TL,Southern Florida,0.0105,3.007
Carangidae,Oligoplites altus,TL,NA,0.0095,3
Carangidae,Oligoplites altus,TL,Barra de Navidad lagoon / 2002-2003,0.0058,3.08
Carangidae,Oligoplites altus,TL,"near mouth of Rio Verde, Oaxaca / 2009-2010.",0.0063,3.1
Carangidae,Oligoplites palometa,TL,"Ilha de Paciência, Maranhão, 2006-2007",0.0201,2.715
Carangidae,Oligoplites refulgens,TL,Barra de Navidad lagoon / 2002-2003,0.0053,3.03
Carangidae,Oligoplites refulgens,TL,continental coast / 2012-2014,0.0046,3.0602
Carangidae,Oligoplites saliens,TL,Parana´ state coast / 2004 - 2005,0.0069,2.9
Carangidae,Oligoplites saliens,TL,"Macaé	 River, 	Rio	de	 Janeiro	 State / 2011-2012.",0.00301,3.19
Carangidae,Oligoplites saliens,TL,Amazon coast of the state of Maranhão / 2018-2019,0.016,2.93
Blenniidae,Ophioblennius macclurei,TL,Southern Florida,0.0324,2.379
Blenniidae,Ophioblennius steindachneri,TL,"Bahía de La Paz (24°06'-24°48'N; 110°15'-110°39'W), Gulf of California, 2000-2003",0.0115,2.933
Dorosomatidae,Opisthonema libertate,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.007,3.039
Dorosomatidae,Opisthonema libertate,TL,continental coast / 2012-2014,0.0067,3.1103
Dorosomatidae,Opisthonema medirastre,TL,continental coast / 2012-2014,0.0069,3.0818
Dorosomatidae,Opisthonema oglinum,TL,Northeast coast,0.00976,2.962
Dorosomatidae,Opisthonema oglinum,TL,Atlantic coast / Autumn 1992-1999.,0.00231,3.72
Dorosomatidae,Opisthonema oglinum,TL,"Central coast, 1993-2000",0.014,2.79
Dorosomatidae,Opisthonema oglinum,TL,Grand Cul-de-Sac Marin Bay.,0.0038,3.335
Dorosomatidae,Opisthonema oglinum,TL,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",0.002,3.371
Dorosomatidae,Opisthonema oglinum,TL,Pernambuco / 2011-2014.,0.0082,3.01
Dorosomatidae,Opisthonema oglinum,TL,Florida (Atlantic coast),0.009,2.994
Dorosomatidae,Opisthonema oglinum,TL,Florida (Gulf coast),0.01,2.996
Opistognathidae,Opistognathus punctatus,TL,NA,0.01525,3
Opistognathidae,Opistognathus whitehursti,TL,Southern Florida,0.00931,2.99
Labrisomidae,Paraclinus fasciatus,TL,Southwest Zone,0.0145,2.84
Serranidae,Paralabrax humeralis,TL,Northern and central coast of Chile/ 2004-2005; 2012-2013.,0.1824,2.234
Serranidae,Paralabrax humeralis,TL,Central coast / 2012-2018.,0.011,3.042
Serranidae,Paralabrax loro,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.009,3.119
Paralichthyidae,Paralichthys adspersus,TL,Northern and central coast of Chile/ 2004-2005; 2012-2013.,6.00E-04,3.7892
Sciaenidae,Paralonchurus brasiliensis,TL,Rio Grande do Sul (28°-34°S),0.00156,3.627
Sciaenidae,Paralonchurus brasiliensis,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00271,3.396
Sciaenidae,Paralonchurus brasiliensis,TL,"Southeastern region, 1995-1996",0.0028,3.36
Sciaenidae,Paralonchurus brasiliensis,TL,Parana´ state coast / 2004 - 2005,0.00283,3.36
Sciaenidae,Paralonchurus brasiliensis,TL,Punta del Diablo / 2006-2010.,0.004,3.291
Sciaenidae,Paralonchurus brasiliensis,TL,Southeastern coast / 2004-2006.,0.00389,3.287
Sciaenidae,Paralonchurus brasiliensis,TL,Southeastern coast / 2004-2006.,0.00224,3.483
Sciaenidae,Paralonchurus brasiliensis,TL,Southeastern coast / 2004-2006.,0.00191,3.533
Sciaenidae,Paralonchurus brasiliensis,TL,Southeastern coast / 2004-2006.,0.00483,3.22
Sciaenidae,Paralonchurus brasiliensis,TL,Ubatuba-Enseada Bay / 2003-2004,0.004,3.177
Sciaenidae,Paralonchurus brasiliensis,TL,Sergipe / 2015-2016.,0.0024,3.424
Sciaenidae,Paralonchurus brasiliensis,TL,Pernambuco / 2011-2014.,0.0025,3.44
Sciaenidae,Paralonchurus brasiliensis,TL,Pernambuco / 2011-2014.,0.0026,3.43
Sciaenidae,Paralonchurus brasiliensis,TL,Pernambuco / 2011-2014.,0.0023,3.47
Sciaenidae,Paralonchurus brasiliensis,TL,North Rio de Janeiro / 1996-2017.,0.0042,3.2
Sciaenidae,Paralonchurus dumerilii,TL,continental coast / 2012-2014,0.0035,3.3
Sciaenidae,Paralonchurus goodei,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.001,3.586
Sciaenidae,Paralonchurus goodei,TL,continental coast / 2012-2014,0.0043,3.2341
Sciaenidae,Paralonchurus peruanus,TL,Central coast / 2012-2018.,0.111,2.22
Sciaenidae,Paralonchurus peruanus,TL,Central coast / 2012-2018.,0.004,3.314
Sciaenidae,Paralonchurus peruanus,TL,Central coast / 2012-2018.,0.007,3.167
Sciaenidae,Paralonchurus petersii,TL,continental coast / 2012-2014,0.0034,3.2361
Sciaenidae,Pareques acuminatus,TL,Southern Florida,0.00871,3.202
Peristediidae,Peristedion ecuadorense,TL,Colombian Caribbean Sea / 2009,0.0025,3.343
Peristediidae,Peristedion greyae,TL,Caribbean Sea / 1999,0.00687,2.92
Peristediidae,Peristedion greyae,TL,Colombian Caribbean Sea / 2009,0.0025,3.225
Peristediidae,Peristedion imberbe,TL,Colombian Caribbean Sea / 2009,0.0037,3.019
Peristediidae,Peristedion miniatum,TL,Caribbean Sea / 1999,0.04719,2.36
Peristediidae,Peristedion thompsoni,TL,Colombian Caribbean Sea / 2009,0.0054,3.079
Apogonidae,Phaeoptyx pigmentaria,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0072,3.3714
Labridae,Polylepion cruentum,TL,Baja California Sur / 2004 - 2006,0.002,3.63
Pomacanthidae,Pomacanthus arcuatus,TL,Southern Florida,0.0344,2.968
Pomacanthidae,Pomacanthus paru,TL,Southern Florida,0.0203,3.126
Pomacanthidae,Pomacanthus paru,TL,Itamaraca I. / 2006-2007,0.1192,2.794
Scorpaenidae,Pontinus longispinis,TL,Caribbean Sea / 1999,0.011,3.08
Scorpaenidae,Pontinus longispinis,TL,Colombian Caribbean Sea / 2009,0.0091,3.108
Scorpaenidae,Pontinus nematophthalmus,TL,Caribbean Sea / 1999,0.00938,2.99
Scorpaenidae,Pontinus rathbuni,TL,"Central coast, 1993-2000",0.0039,3.398
Scorpaenidae,Pontinus sierra,TL,"Jalisco and Colima, 1995-96",0.0178,2.84
Scorpaenidae,Pontinus sierra,TL,Baja California Sur / 2004 - 2006,0.005,2.65
Batrachoididae,Porichthys margaritatus,TL,"Jalisco and Colima, 1995-96",0.0069,3.19
Priacanthidae,Priacanthus arenatus,TL,1985,0.0213,2.89
Priacanthidae,Priacanthus arenatus,TL,"off Cape Verde Archipelago, 2000",0.0133,3
Gobiidae,Priolepis hipoliti,TL,Southern Florida,0.0133,3.041
Priacanthidae,Pristigenys serrula,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.042,2.88
Lutjanidae,Pristipomoides aquilonaris,TL,Colombian Caribbean Sea / 2009,0.0104,3.07
Lutjanidae,Pristipomoides freemani,TL,Southwestern EEZ of Brazil.,0.0127,3.14
Sciaenidae,Protosciaena bathytatos,TL,Colombian Caribbean Sea / 2009,0.0043,3.308
Mullidae,Pseudupeneus grandisquamis,TL,"Jalisco and Colima, 1995-96",0.008,3.18
Mullidae,Pseudupeneus grandisquamis,TL,Jalisco and Colima (Jun 1995 - Dec 1998),0.0035,3.46
Mullidae,Pseudupeneus grandisquamis,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.006,3.331
Mullidae,Pseudupeneus grandisquamis,TL,Barra de Navidad lagoon / 2002-2003,0.0059,3.26
Mullidae,Pseudupeneus maculatus,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0049,3.3734
Scorpaenidae,Pterois volitans,TL,Parque Nacional Arrecife Alacranes / 2010-2011,0.104,3.3
Scorpaenidae,Pterois volitans,TL,southern Gulf of Mexico / 2010-2012.,0.011,3.33
Scorpaenidae,Pterois volitans,TL,Little Cayman / 2011.,0.00521,3.24
Scorpaenidae,Pterois volitans,TL,Reserva de la Biosfera Banco Chinchorro / 2013.,0.0036,3.3
Scorpaenidae,Pterois volitans,TL,Reserva de la Biosfera Banco Chinchorro / 2012.,0.004,3.27
Scorpaenidae,Pterois volitans,TL,Reserva de la Biosfera Banco Chinchorro / 2012-2013.,0.0041,3.25
Scorpaenidae,Pterois volitans,TL,Parque Nacional Arrecifes de Xcalak / 2012.,0.0041,3.25
Scorpaenidae,Pterois volitans,TL,Parque Nacional Arrecifes de Xcalak / 2012-2013.,0.0049,3.19
Scorpaenidae,Pterois volitans,TL,Parque Nacional Arrecifes de Xcalak / 2013.,0.0052,3.16
Scorpaenidae,Pterois volitans,TL,northern Gulf of Mexico / 2013-2014,0.00453,3.34
Haemulidae,Rhencus macracanthus,TL,continental coast / 2012-2014,0.0105,3.1202
Haemulidae,Rhencus panamensis,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.015,3.011
Haemulidae,Rhencus panamensis,TL,Bahia de Matanchen / 2013-2014,0.0167,3.004
Lutjanidae,Rhomboplites aurorubens,TL,eastern Gulf of Mexico/1995-1996,0.01862,2.87
Lutjanidae,Rhomboplites aurorubens,TL,Atlantic coast / Spring 1992-1999.,0.01347,3.01
Lutjanidae,Rhomboplites aurorubens,TL,"Central coast, 1993-2000",0.0168,2.896
Lutjanidae,Rhomboplites aurorubens,TL,Central coast (Salvador-BA to São Tomé Cape-RJ),0.0467,2.59
Haemulidae,Rhonciscus bayanus,TL,NA,0.01264,3
Haemulidae,Rhonciscus branickii,TL,Baja California Sur / 2004 - 2006,0.017,3.135
Haemulidae,Rhonciscus crocro,TL,NA,0.03901,3
Dorosomatidae,Sardinella aurita,TL,(shelf),0.00562,3.136
Dorosomatidae,Sardinella aurita,TL,1984,0.0104,3.12
Dorosomatidae,Sardinella aurita,TL,Northeast region,0.00575,3.16
Dorosomatidae,Sardinella aurita,TL,"Balearic Islands, 1995-96",0.0068,2.99
Dorosomatidae,Sardinella aurita,TL,"Kyclades, 1997-98",0.01571,2.804
Dorosomatidae,Sardinella aurita,TL,Atlantic coast / 1992-1999.,0.00741,3.15
Dorosomatidae,Sardinella aurita,TL,"Strymon estuary, NW Aegean, 1997-99",0.0087,2.95
Dorosomatidae,Sardinella aurita,TL,"eastern Adriatic Sea, 1998-03",0.0043,3.12
Dorosomatidae,Sardinella aurita,TL,"Gökceada Island (northern Aegean Sea), 2004-2020",0.0062,3.076
Dorosomatidae,Sardinella aurita,TL,"River Cetina estuary, middle Adriatic, 2000-2004",0.004,3.16
