Family,Species,Type,Locality,a,b
Dorosomatidae,Sardinella aurita,TL,"northern Sea of Marmara, 2006-2007 (Nov.-Mar.)",0.0333,2.272
Dorosomatidae,Sardinella aurita,TL,"Erdek Bay (27°20'- 27°52' E; 40°18'-40°28' N), Sea of Marmara, 2000-2001",0.0031,3.439
Dorosomatidae,Sardinella aurita,TL,Korinthiakos Gulf / 2008-2009,0.0067,3.022
Dorosomatidae,Sardinella aurita,TL,French Catalan coast / 2007-2010.,0.004,3.26
Dorosomatidae,Sardinella aurita,TL,"GFCM GSA 26; off the coast of Egypt / 2008-2010, 2017-2018.",0.0149,2.745
Dorosomatidae,Sardinella aurita,TL,off the south-western coast of Sicily / 2012-2019,0.0065,3.0251
Synodontidae,Saurida brasiliensis,TL,"South-Southeast EEZ /1996, 1997.",0.00721,3.256
Synodontidae,Saurida brasiliensis,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00484,3.04
Synodontidae,Saurida brasiliensis,TL,Southwestern EEZ of Brazil.,0.00715,2.885
Synodontidae,Saurida brasiliensis,TL,Southeastern coast / 2004-2006.,0.00264,3.343
Synodontidae,Saurida caribbaea,TL,"South-Southeast EEZ /1996, 1997.",0.00426,3.027
Synodontidae,Saurida caribbaea,TL,Southwestern EEZ of Brazil.,0.00719,2.844
Blenniidae,Scartella cristata,TL,Southern Florida,0.0281,2.414
Blenniidae,Scartella cristata,TL,"Praia dos Castelhanos, Espírito Santo, 2005-07",0.00812,3.27
Blenniidae,Scartichthys gigas,TL,Central coast / 2012-2018.,0.019,2.945
Scaridae,Scarus coelestinus,TL,Southern Florida,0.0153,3.062
Scaridae,Scarus coeruleus,TL,Southern Florida,0.0124,3.111
Scaridae,Scarus ghobban,TL,"Lakshadweep lagoons, 1993-97",0.0233,2.919
Scaridae,Scarus ghobban,TL,2009-2013,0.02,2.99
Scaridae,Scarus ghobban,TL,Egytian Red Sea coast / 2014-2016.,0.035,2.77
Scaridae,Scarus guacamaia,TL,Southern Florida,0.0155,3.0629
Scaridae,Scarus iseri,TL,Southern Florida,0.0147,3.055
Scaridae,Scarus iseri,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0158,3.0515
Scaridae,Scarus rubroviolaceus,TL,2009-2013,0.0114,3.18
Scaridae,Scarus rubroviolaceus,TL,2010 - 2015,0.0115,3.18
Scaridae,Scarus taeniopterus,TL,Southern Florida,0.0135,3
Scaridae,Scarus taeniopterus,TL,Puerto Rico and Virgin Is. (US)/2015-2020,0.02238,2.94
Scaridae,Scarus taeniopterus,TL,Puerto Rico and Virgin Is. (US)/2015-2020,0.03161,2.84
Sciaenidae,Sciaena deliciosa,TL,Central coast / 2012-2018.,0.021,2.826
Sciaenidae,Sciaena deliciosa,TL,Central coast / 2012-2018.,0.02,2.842
Sciaenidae,Sciaena deliciosa,TL,Central coast / 2012-2018.,0.015,2.94
Sciaenidae,Sciaenops ocellatus,TL,NA,0.0143,3
Scorpaenidae,Scorpaena plumieri,TL,Southern Florida,0.0243,2.949
Scorpaenidae,Scorpaena plumieri,TL,"Praia dos Castehanos, Spirito Santo / 2005 - 2007",0.0348,2.85
Scorpaenidae,Scorpaena russula,TL,"Jalisco and Colima, 1995-96",0.0188,2.95
Scorpaenidae,Scorpaena russula,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.035,2.594
Scorpaenidae,Scorpaena bergii,TL,"Northeast Brazilian continental shelf / 2015, 2017.",0.0085,3.41
Scorpaenidae,Scorpaenodes xyris,TL,"Bahía de La Paz (24°06'-24°48'N; 110°15'-110°39'W), Gulf of California, 2000-2003",0.0167,2.925
Muraenidae,Scuticaria tigrina,TL,Taiwan waters / 2003-2008.,0.00022,3.14
Serranidae,Serranus aequidens,TL,Baja California Sur / 2004 - 2006,0.011,3.104
Serranidae,Serranus atrobranchus,TL,Southwestern EEZ of Brazil.,0.0252,2.79
Serranidae,Serranus flaviventris,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0091,3.4011
Serranidae,Serranus flaviventris,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0079,3.4496
Carangidae,Selar crumenophthalmus,TL,1984,0.00291,3.57
Carangidae,Selar crumenophthalmus,TL,"Gulf of Aden and Red Sea, 1993-96",0.013,3.024
Carangidae,Selar crumenophthalmus,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.005,3.28
Carangidae,Selar crumenophthalmus,TL,"Caribbean coast, 2012-2013",0.006,3.176
Carangidae,Selar crumenophthalmus,TL,"Sarawak / 1997, 1998.",0.0057,3.4063
Carangidae,Selar crumenophthalmus,TL,"Java Sea, north of Madura Island / 2016-2016",0.007,3.173
Carangidae,Selar crumenophthalmus,TL,Hormozgan,0.032,2.8352
Carangidae,Selene brevoortii,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.027,2.715
Carangidae,Selene brevoortii,TL,Barra de Navidad lagoon / 2002-2003,0.0382,2.6
Carangidae,Selene brevoortii,TL,continental coast / 2012-2014,0.0118,2.9875
Carangidae,Selene brownii,TL,Sergipe / 2015-2016.,0.01754,2.833
Carangidae,Selene brownii,TL,Pernambuco / 2011-2014.,0.0123,3.03
Carangidae,Selene peruviana,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.021,2.749
Carangidae,Selene peruviana,TL,Barra de Navidad lagoon / 2002-2003,0.0353,2.58
Carangidae,Selene peruviana,TL,"near mouth of Rio Verde, Oaxaca / 2009-2010.",0.0084,3.07
Carangidae,Selene peruviana,TL,continental coast / 2012-2014,0.0125,2.9444
Carangidae,Selene setapinnis,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.0202,2.796
Carangidae,Selene setapinnis,TL,"São Paulo and Santa Catarina, 1997-98",0.0156,2.92
Carangidae,Selene setapinnis,TL,"Southeastern region, 1995-1996",0.0151,2.89
Carangidae,Selene setapinnis,TL,Parana´ state coast / 2004 - 2005,0.01524,2.21
Carangidae,Selene setapinnis,TL,Southeastern coast / 2004-2006.,0.00267,3.465
Carangidae,Selene setapinnis,TL,Southeastern coast / 2004-2006.,0.0134,2.955
Carangidae,Selene setapinnis,TL,Ubatuba-Enseada Bay / 2003-2004,0.024,3.013
Carangidae,Selene setapinnis,TL,Itaipu/2001-2004,0.015,2.94
Carangidae,Selene vomer,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.0236,2.746
Carangidae,Selene vomer,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.0249,2.8
Carangidae,Selene vomer,TL,"Paraná (0°S - 25°S), 2003-2004",0.01684,2.763
Carangidae,Selene vomer,TL,"Pará (0°S - 25°S), 2003-2004",0.0171,2.913
Carangidae,Selene vomer,TL,Parana´ state coast / 2004 - 2005,0.01199,2.78
Carangidae,Selene vomer,TL,Southeastern coast / 2004-2006.,0.02009,2.83
Carangidae,Selene vomer,TL,Ubatuba-Enseada Bay / 2003-2004,0.018,3.013
Carangidae,Selene vomer,TL,Piraque-acu and Piraque-mirim rivers / 2008-2009.,0.0309,2.67
Carangidae,Selene vomer,TL,Pernambuco / 2011-2014.,0.0167,2.93
Carangidae,Seriola dumerili,TL,1985,0.0351,2.83
Carangidae,Seriola dumerili,TL,"Quarteira-Vila Real de Santo Antonio, 1986-88",0.024,2.86
Carangidae,Seriola dumerili,TL,Atlantic coast / Autumn 1992-1999.,0.05065,2.72
Carangidae,Seriola dumerili,TL,"Donji Molunat Bay, Adriatic Sea, 1997",0.0225,2.847
Carangidae,Seriola dumerili,TL,"Central coast, 1993-2000",0.0144,2.949
Carangidae,Seriola dumerili,TL,"Western Australia: Statewide, 2011-2016.",0.06711,2.5596
Carangidae,Seriola fasciata,TL,1985,0.0433,2.78
Carangidae,Seriola fasciata,TL,Cape Verde Archipelago / 2008-2013,0.0125,3.0475
Carangidae,Seriola lalandi,TL,"Western Australia: South Coast, 2011-2016.",0.03838,2.6251
Carangidae,Seriola lalandi,TL,"Western Australia: Statewide, 2011-2016.",0.04442,2.5831
Carangidae,Seriola lalandi,TL,"Western Australia: West Coast, 2011-2016.",0.05151,2.5446
Carangidae,Seriola rivoliana,TL,"Central coast, 1993-2000",0.0122,2.957
Scaridae,Sparisoma atomarium,TL,Southern Florida,0.0121,3.028
Scaridae,Sparisoma chrysopterum,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0154,3.0423
Scaridae,Sparisoma radians,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0179,3.0348
Scaridae,Sparisoma radians,TL,Pernambuco / 2011-2014.,0.0057,3.42
Scaridae,Sparisoma radians,TL,"Northeast Brazilian continental shelf / 2015, 2017.",0.0095,3.21
Scaridae,Sparisoma rubripinne,TL,1984,0.0194,3
Scaridae,Sparisoma rubripinne,TL,1985,0.0198,2.98
Labrisomidae,Starksia spinipenis,TL,"Bahía de La Paz (24°06'-24°48'N; 110°15'-110°39'W), Gulf of California, 2000-2003",0.00739,3.258
Pomacentridae,Stegastes leucostictus,TL,Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique),0.0277,2.8711
Sciaenidae,Stellifer chrysoleuca,TL,continental coast / 2012-2014,0.0044,3.3492
Sciaenidae,Stellifer ephelis,TL,continental coast / 2012-2014,0.0072,3.1605
Sciaenidae,Stellifer ericymba,TL,Bahia de Matanchen / 2013-2014,0.0148,2.864
Sciaenidae,Stellifer ericymba,TL,Central coast / 2012-2018.,0.003,3.689
Sciaenidae,Stellifer ericymba,TL,Central coast / 2012-2018.,0.003,3.647
Sciaenidae,Stellifer ericymba,TL,Central coast / 2012-2018.,0.003,3.6
Sciaenidae,Stellifer ericymba,TL,continental coast / 2012-2014,0.0075,3.1728
Sciaenidae,Stellifer fuerthii,TL,Bahia de Matanchen / 2013-2014,0.0116,2.986
Sciaenidae,Stellifer illecebrosus,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.008,3.165
Sciaenidae,Stellifer illecebrosus,TL,Bahia de Matanchen / 2013-2014,0.0041,3.343
Sciaenidae,Stellifer mancorensis,TL,continental coast / 2012-2014,0.0048,3.4262
Sciaenidae,Stellifer microps,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.0076,3.22
Sciaenidae,Stellifer microps,TL,"Pará (0°S - 25°S), 2003-2004",0.00439,3.414
Sciaenidae,Stellifer microps,TL,Pernambuco / 2011-2014.,0.0064,3.22
Sciaenidae,Stellifer microps,TL,Pernambuco / 2011-2014.,0.0057,3.27
Sciaenidae,Stellifer microps,TL,Pernambuco / 2011-2014.,0.0058,3.26
Sciaenidae,Stellifer oscitans,TL,continental coast / 2012-2014,0.0039,3.41
Sciaenidae,Stellifer pizarroensis,TL,continental coast / 2012-2014,0.0044,3.3503
Sciaenidae,Stellifer punctatissimus,TL,Parana´ state coast / 2004 - 2005,0.00494,3.18
Sciaenidae,Stellifer punctatissimus,TL,Northeastern Brazilian coast / 2013-2014.,0.0071,3.172
Sciaenidae,Stellifer punctatissimus,TL,North Rio de Janeiro / 1996-2017.,0.0281,2.97
Sciaenidae,Stellifer rastrifer,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00565,3.316
Sciaenidae,Stellifer rastrifer,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.005,3.4
Sciaenidae,Stellifer rastrifer,TL,"Pará (0°S - 25°S), 2003-2004",0.00598,3.251
Sciaenidae,Stellifer rastrifer,TL,"Paraná (0°S - 25°S), 2003-2004",0.00682,3.264
Sciaenidae,Stellifer rastrifer,TL,"Espirito Santo (0°S - 25°S), 2003-2004",0.00687,3.13
Sciaenidae,Stellifer rastrifer,TL,"Bragança Paulista, Pará, 1999-2001",0.0098,2.9324
Sciaenidae,Stellifer rastrifer,TL,"Ilha de Paciência, Maranhão, 2006-2007",0.0252,2.812
Sciaenidae,Stellifer rastrifer,TL,"Southeastern region, 1995-1996",0.0085,3.09
Sciaenidae,Stellifer rastrifer,TL,Parana´ state coast / 2004 - 2005,0.00427,3.27
Sciaenidae,Stellifer rastrifer,TL,Punta del Diablo / 2006-2010.,0.008,3.163
Sciaenidae,Stellifer rastrifer,TL,Southeastern coast / 2004-2006.,0.00625,3.283
Sciaenidae,Stellifer rastrifer,TL,Southeastern coast / 2004-2006.,0.00611,3.295
Sciaenidae,Stellifer rastrifer,TL,Southeastern coast / 2004-2006.,0.00571,3.318
Sciaenidae,Stellifer rastrifer,TL,Ubatuba-Enseada Bay / 2003-2004,0.009,3.073
Sciaenidae,Stellifer rastrifer,TL,Piraque-acu and Piraque-mirim rivers / 2008-2009.,0.0176,2.6
Sciaenidae,Stellifer rastrifer,TL,Sergipe / 2015-2016.,0.00756,3.182
Sciaenidae,Stellifer rastrifer,TL,Pernambuco / 2011-2014.,0.0044,3.41
Sciaenidae,Stellifer rastrifer,TL,Pernambuco / 2011-2014.,0.005,3.36
Sciaenidae,Stellifer stellifer,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",0.0035,3.46
Sciaenidae,Stellifer stellifer,TL,"Pará (0°S - 25°S), 2003-2004",0.00516,3.212
Sciaenidae,Stellifer stellifer,TL,"Espirito Santo (0°S - 25°S), 2003-2004",0.00623,3.263
Sciaenidae,Stellifer stellifer,TL,"Bragança Paulista, Pará, 1999-2001",0.0069,3.0683
Sciaenidae,Stellifer stellifer,TL,"Southeastern region, 1995-1996",0.0097,3.02
Sciaenidae,Stellifer stellifer,TL,southern Bahia / 2003-2005,0.011,2.93
Sciaenidae,Stellifer stellifer,TL,Parana´ state coast / 2004 - 2005,0.00439,3.22
Sciaenidae,Stellifer stellifer,TL,Southeastern coast / 2004-2006.,0.00605,3.245
Sciaenidae,Stellifer stellifer,TL,Southeastern coast / 2004-2006.,0.00282,3.594
Sciaenidae,Stellifer stellifer,TL,Southeastern coast / 2004-2006.,0.00365,3.443
Sciaenidae,Stellifer stellifer,TL,Southeastern coast / 2004-2006.,0.0058,3.264
Sciaenidae,Stellifer stellifer,TL,Ubatuba-Enseada Bay / 2003-2004,0.008,3.132
Sciaenidae,Stellifer stellifer,TL,Sergipe / 2015-2016.,0.00552,3.287
Sciaenidae,Stellifer stellifer,TL,Pernambuco / 2011-2014.,0.0066,3.21
Sciaenidae,Stellifer stellifer,TL,Pernambuco / 2011-2014.,0.0067,3.21
Sciaenidae,Stellifer stellifer,TL,Pernambuco / 2011-2014.,0.0059,3.26
Sciaenidae,Stellifer zestocarus,TL,continental coast / 2012-2014,0.0045,3.3525
Labridae,Stethojulis bandanensis,TL,NA,0.01505,3
Labridae,Stethojulis bandanensis,TL,Presumably Philippines.,0.0128,3.077
Belonidae,Strongylura marina,TL,NA,0.0011,3
Belonidae,Strongylura marina,TL,"Central coast, 1993-2000",7.00E-04,3.175
Belonidae,Strongylura timucu,TL,"Central coast, 1993-2000",0.0043,2.672
Belonidae,Strongylura timucu,TL,"Northern region (Curuçá Estuary), Pará, 2003-2004.",5.00E-04,3.25
Synodontidae,Synodus evermanni,TL,Baja California Sur / 2004 - 2006,0.007,3.031
Synodontidae,Synodus evermanni,TL,continental coast / 2012-2014,0.0255,2.597
Synodontidae,Synodus foetens,TL,"Gulf of Mexico, Louisiana & Mississippi",0.00769,2.946
Synodontidae,Synodus foetens,TL,Rio Grande do Sul (28°-34°S),0.00835,2.952
Synodontidae,Synodus foetens,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00265,3.252
Synodontidae,Synodus foetens,TL,"Espirito Santo (0°S - 25°S), 2003-2004",0.00354,3.178
Synodontidae,Synodus foetens,TL,"Southeastern region, 1995-1996",0.0029,3.21
Synodontidae,Synodus foetens,TL,Southeastern coast / 2004-2006.,0.02431,2.607
Synodontidae,Synodus foetens,TL,Guaratiba Mangrove / 2002-2003,0.003,3.1
Synodontidae,Synodus scituliceps,TL,Baja California Sur / 2004 - 2006,0.005,3.09
Synodontidae,Synodus scituliceps,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.008,2.858
Synodontidae,Synodus scituliceps,TL,continental coast / 2012-2014,0.0028,3.2021
Synodontidae,Synodus sechurae,TL,"Jalisco and Colima, 1995-96",0.0065,2.99
Synodontidae,Synodus sechurae,TL,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",0.012,2.749
Synodontidae,Synodus synodus,TL,"off Alexandria, 1998",0.002,3.44
Synodontidae,Synodus synodus,TL,"off Cape Verde Archipelago, 2000",0.0084,3.067
Labridae,Thalassoma bifasciatum,TL,Southern Florida,0.0107,2.916
Labridae,Thalassoma lucasanum,TL,"Bahía de La Paz (24°06'-24°48'N; 110°15'-110°39'W), Gulf of California, 2000-2003",0.0126,2.878
Labridae,Thalassoma purpureum,TL,NA,0.02593,3
Batrachoididae,Thalassophryne maculosa,TL,"Pará (0°S - 25°S), 2003-2004",0.00977,3.279
Synodontidae,Trachinocephalus myops,TL,NA,0.00997,3
Synodontidae,Trachinocephalus myops,TL,"Central coast, 1993-2000",4.00E-04,3.972
Carangidae,Trachinotus carolinus,TL,Piraque-acu and Piraque-mirim rivers / 2008-2009.,0.0171,2.81
Carangidae,Trachinotus carolinus,TL,"Macaé	 River, 	Rio	de	 Janeiro	 State / 2011-2012.",0.0275,2.75
Carangidae,Trachinotus falcatus,TL,"Ilha de Paciência, Maranhão, 2006-2007",0.0301,2.958
Carangidae,Trachinotus falcatus,TL,Piraque-acu and Piraque-mirim rivers / 2008-2009.,0.0261,2.83
Carangidae,Trachinotus goodei,TL,NA,0.02037,3
Carangidae,Trachinotus goodei,TL,Piraque-acu and Piraque-mirim rivers / 2008-2009.,0.0144,2.9
Carangidae,Trachinotus kennedyi,TL,Barra de Navidad lagoon / 2002-2003,0.0245,2.86
Carangidae,Trachinotus paitensis,TL,Central coast / 2012-2018.,0.019,2.856
Carangidae,Trachinotus paitensis,TL,continental coast / 2012-2014,0.0236,2.7527
Carangidae,Trachurus lathami,TL,Rio Grande do Sul (28°-34°S),0.00194,3.467
Carangidae,Trachurus lathami,TL,"South-Southeast EEZ /1996, 1997.",0.00851,3.027
Carangidae,Trachurus lathami,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00902,2.991
Carangidae,Trachurus lathami,TL,southern region,0.00958,2.94
Carangidae,Trachurus lathami,TL,southern region,0.0114,2.91
Carangidae,Trachurus lathami,TL,Southwestern EEZ of Brazil.,0.0105,2.933
Carangidae,Trachurus lathami,TL,Southeastern and southern regions,0.008,3
Carangidae,Trachurus lathami,TL,Southeastern and southern regions,0.00851,3.0042
Carangidae,Trachurus lathami,TL,"Southeastern and southern regions, 1983-1989",0.00997,2.9434
Carangidae,Trachurus lathami,TL,"Southeastern region, 1995-1996",0.0104,2.9
Carangidae,Trachurus lathami,TL,Southeastern coast / 2004-2006.,0.00473,3.206
Carangidae,Trachurus murphyi,TL,Northern and central coast of Chile/ 2004-2005; 2012-2013.,0.0213,2.757
Carangidae,Trachurus murphyi,TL,Central coast / 2012-2018.,0.072,2.363
Belonidae,Tylosurus acus,TL,NA,0.0025,3
Belonidae,Tylosurus acus,TL,"Suez Canal, 2013-2014",5.00E-04,3.26
Belonidae,Tylosurus crocodilus,TL,"Suez Canal, 2013-2014",7.00E-04,3.21
Belonidae,Tylosurus crocodilus,TL,Lakshadweep /  2015-2017,0.00208,2.963
Belonidae,Tylosurus fodiator,TL,NA,0.00261,3
Belonidae,Tylosurus melanotus,TL,Lakshadweep /  2015-2017,0.00492,2.745
Belonidae,Tylosurus pacificus,TL,"Junquilla, Guanacaste",0.00228,3
Belonidae,Tylosurus pacificus,TL,continental coast / 2012-2014,2.00E-04,3.4386
Sciaenidae,Umbrina coroides,TL,Southern Florida,0.0119,3.025
Sciaenidae,Umbrina coroides,TL,"Southeastern region, 1995-1996",0.0066,3.2
Sciaenidae,Umbrina coroides,TL,Southeastern coast / 2004-2006.,0.012,3.028
Sciaenidae,Umbrina xanti,TL,continental coast / 2012-2014,0.0043,3.3805
Mullidae,Upeneus parvus,TL,"Southeastern region (São Sebastião System), São Paulo, 1997",0.00506,3.334
Mullidae,Upeneus parvus,TL,Southwestern EEZ of Brazil.,0.0403,2.76
Mullidae,Upeneus parvus,TL,"Southeastern region, 1995-1996",0.0044,3.31
Mullidae,Upeneus parvus,TL,Southeastern coast / 2004-2006.,0.00282,3.513
Mullidae,Upeneus parvus,TL,Itaipu/2001-2004,0.004,3.41
Carangidae,Uraspis helvola,TL,Persian Gulf / 2017.,0.028,2.847
Muraenidae,Uropterygius macrocephalus,TL,Taiwan waters / 2003-2008.,0.00063,3.17
Muraenidae,Uropterygius macrocephalus,TL,Taiwan waters / 2003-2008.,0.00078,3.13
Muraenidae,Uropterygius macrocephalus,TL,Taiwan waters / 2003-2008.,0.00058,3.21
Haemulidae,Xenichthys xanti,TL,"Jalisco and Colima, 1995-96",0.0098,3.1
Labridae,Xyrichtys martinicensis,TL,southern Florida,0.018,3.078
Labridae,Xyrichtys novacula,TL,Southern Florida,0.0481,2.243
Labridae,Xyrichtys novacula,TL,"Kyclades, 1997-98",0.103,2.235
Labridae,Xyrichtys novacula,TL,Zakynthos Island / 2013-2017.,0.011,3.075
Labridae,Xyrichtys novacula,TL,Continental shelf and upper slope / 2008-2011,0.0034,3.48
Labridae,Xyrichtys splendens,TL,Southern Florida,0.00995,2.999
